商品名称,商品价格,店铺名称,商品评论量,发货地,商品链接,店铺链接,图片链接
之乡 中国风非遗手工双面刺绣摆件礼品纯手工家居装饰品中国特色礼物送老外 禅茶 鸡翅木外框,￥270.00,安靖蜀绣之乡旗舰店,72,四川,https://item.jd.com/10041332351828.html,https://mall.jd.com/index-10111120.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/190978/35/9522/207615/60d0525aE6a5d2f67/2b928474a5caac2e.jpg
晨圈汇 湘绣刺绣摆件比翼鸟鸳鸯喜上眉梢适合结婚礼物工艺品刺绣苏绣广绣母亲节礼物 送礼盒 喜上眉梢一菠萝格木 画心直径20cm,￥528.00,晨圈汇旗舰店,10,四川,https://item.jd.com/42694068979.html,https://mall.jd.com/index-897704.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/182320/8/29598/140032/63296e14E1077756f/dda8c3c038dc349a.jpg
蘇宏 苏绣湘绣桌面落地摆件红木台屏会客中国风苏州特色手工艺品 报喜图,￥380.00,蘇宏官方旗舰店,500+,四川,https://item.jd.com/27484213713.html,https://mall.jd.com/index-745744.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/180183/19/2827/89265/60951334E48bd70a9/91f722ef0815fd56.jpg
晨圈汇 摆件牡丹花双面手工刺绣四川成都礼物出国送老外接待会议礼品苏绣广绣湘绣摆件 檀木-国色天香-内圆20cm,￥1028.00,晨圈汇旗舰店,7,四川,https://item.jd.com/40723981327.html,https://mall.jd.com/index-897704.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/208471/25/26161/129964/63296be0Ec17e2523/36dc76fd9c30e2da.jpg
琉唐艺汇 中国风成都特色纪念工艺品礼物送老外双面手工刺绣屏风摆件 五只熊猫,￥758.00,琉唐艺汇旗舰店,1,四川,https://item.jd.com/37676751143.html,https://mall.jd.com/index-876902.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/196800/7/11165/229771/60ddd27eEfc8a276c/584c6fe7eb9fc415.jpg
晨圈汇 蜀锦成都非遗熊猫相框大熊猫摆件屏风中国风出国外宾礼品 友谊B款,￥168.00,晨圈汇旗舰店,0,四川,https://item.jd.com/40706132812.html,https://mall.jd.com/index-897704.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/32882/9/17795/89428/63296babE0f2ffe63/7c3c16022e838abb.jpg
临宝得乐 熊猫屏风双面绣刺绣手工艺品摆件中国风礼品送老外出国礼品 马到成功,￥680.00,静阁隆工艺品专营店,0,四川,https://item.jd.com/52588021374.html,https://mall.jd.com/index-718848.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/73203/18/4545/503428/5d2d5e16E43d4fa73/17062b0b3c1aa439.jpg
詩華歌迪 《广绣摆件》 粤绣苏绣 手工刺绣双面绣工艺摆件 中国特色礼品定制外事礼品 岭南庭院,￥2680.00,顺致礼品专营店,1,四川,https://item.jd.com/25416976372.html,https://mall.jd.com/index-675919.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/202985/13/24981/249336/62be6f43Ebf80aaf8/e34bd31a972e4c91.jpg
晨圈汇 苏绣台屏双面绣摆件比翼鸟鸳鸯喜上眉梢适合结婚礼物工艺品刺绣母亲节礼物送妈妈湘绣粤绣 五色牡丹 双面绣,￥488.00,晨圈汇旗舰店,24,四川,https://item.jd.com/42635324451.html,https://mall.jd.com/index-897704.html?from=pc,https://img11.360buyimg.com/n7/jfs/t1/62453/16/17924/79358/63296e26Ee9595a7e/7758d124701d9aaa.jpg
安靖之乡 中式纯手工刺绣客厅装饰画非遗荷花系列玄关墙壁挂画 高档酒店民宿装饰品 荷荡（单幅）,￥2700.00,安靖蜀绣之乡旗舰店,0,四川,https://item.jd.com/10020934283738.html,https://mall.jd.com/index-10111120.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/150273/14/6708/231238/5f472f80E07b6c0fe/affed0515d32d5d0.jpg
久拙汇 蜀锦林泉寻幽趣图熊猫卷轴中国风特色工艺品挂画礼物 大号,￥5888.00,久拙汇旗舰店,1,四川,https://item.jd.com/41009925709.html,https://mall.jd.com/index-918903.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/128709/11/30313/248709/632969ccEbad672a9/4b01c70b853d8c92.jpg
晨圈汇（chenquanhui） 檀木手工刺绣双面绣熊猫屏风摆件中国风特色礼物工艺品送老外 迎春梅,￥988.00,晨圈汇旗舰店,6,四川,https://item.jd.com/40867472868.html,https://mall.jd.com/index-897704.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/104652/10/33621/125210/636b5dfeEe7d19e7e/f9ffabc326e29d35.jpg
"	
蜀锦中国风礼品手工刺绣成品围巾中国特色礼物送老外的成都纪念品 奶白绣球花-双头绣花",￥229.00,佰时物旗舰店,0,四川,https://item.jd.com/10040757227596.html,https://mall.jd.com/index-10333179.html?from=pc,https://img11.360buyimg.com/n7/jfs/t1/216255/33/4818/118480/61964ad1Eb15bf3e5/99d5a39340eb7c43.jpg
晨圈汇 苏绣台屏双面绣摆件比翼鸟鸳鸯喜上眉梢适合结婚礼物工艺品刺绣母亲节礼物送妈妈湘绣粤绣 牡丹鸳鸯 双面绣,￥488.00,晨圈汇旗舰店,24,四川,https://item.jd.com/42635324458.html,https://mall.jd.com/index-897704.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/9208/7/19273/75948/63296e1bE154e034f/7e3b0f40975ca37f.jpg
有福品牌湘绣精品福禄寿四联屏喜寿星招财礼品新中式长辈祝寿客厅沙发装饰画苏绣粤绣 福禄寿喜定制框 绣图尺寸:30cmx80cm,￥22800.00,有福湘绣旗舰店,0,四川,https://item.jd.com/58122861778.html,https://mall.jd.com/index-26723.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/53956/34/12335/156809/5d9339e7E5d79af3b/7d69414696b4904b.jpg
祺匠屋  苏绣成品挂画竖版苏州刺绣画湘绣花鸟壁画客厅画花开富贵牡丹图家居书房玄关入户墙面装饰品 吉祥富贵（55*80cm）,￥658.00,祺匠屋官方旗舰店,6,四川,https://item.jd.com/10041413899868.html,https://mall.jd.com/index-790873.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/170905/27/26320/109903/61a6392bE997d0791/7c33783ddbe0294d.jpg
琉唐艺汇 熊猫屏风双面绣刺绣手工艺品摆件中国风礼品送老外的出国礼品 商务特色礼品 鸳鸯戏水,￥980.00,琉唐艺汇旗舰店,2,四川,https://item.jd.com/37674157575.html,https://mall.jd.com/index-876902.html?from=pc,https://img10.360buyimg.com/n7/jfs/t1/25247/24/15706/251149/5cb19365Eba62d694/17b008bb39300345.jpg
中国特色礼品 熊猫屏风 出国礼品送老外送客户礼品 荷塘月色,￥3980.00,静阁隆工艺品专营店,1,四川,https://item.jd.com/10021509397099.html,https://mall.jd.com/index-718848.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/149013/24/8169/505926/5f5b0238E8faa86ac/d609cf0d5c4d98a2.jpg
中国特色礼品 熊猫屏风 出国礼品送老外送客户礼品 喜上眉梢,￥3980.00,静阁隆工艺品专营店,1,四川,https://item.jd.com/10021509397105.html,https://mall.jd.com/index-718848.html?from=pc,https://img10.360buyimg.com/n7/jfs/t1/135023/7/9690/495716/5f5b023dE2ace8aa7/67eb96dcc5ab7abf.jpg
琉唐艺汇 台屏 双面绣屏风摆件 手工刺绣工艺品 商务出国礼品 送老外中国风特色礼物 松鹤延年,￥1180.00,琉唐艺汇旗舰店,2,四川,https://item.jd.com/37688016611.html,https://mall.jd.com/index-876902.html?from=pc,https://img11.360buyimg.com/n7/jfs/t1/26640/35/15581/192078/5cb19369Eb9cefac8/12d3bca293c180a1.jpg
依山锦绣 双面绣屏风四川特色摆件中国风手工刺绣双面绣中国特色礼品送老外 芙蓉荷花,￥888.00,依山锦绣旗舰店,10,四川,https://item.jd.com/45860312989.html,https://mall.jd.com/index-754134.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/185104/5/8526/201326/60c17f20Ee77ba224/300785d9bfac4922.jpg
中国特色礼品 熊猫屏风 出国礼品送老外送客户礼品 牡丹花,￥3980.00,静阁隆工艺品专营店,1,四川,https://item.jd.com/10021509397102.html,https://mall.jd.com/index-718848.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/132090/23/9721/495665/5f5b023aE9165e854/0faf0c97ea78c691.jpg
琉唐艺汇  围巾手工刺绣围巾披肩真丝围巾丝巾中国特色礼品送老外母亲节礼物外事礼品 浅粉,￥1280.00,琉唐艺汇旗舰店,0,四川,https://item.jd.com/43082040586.html,https://mall.jd.com/index-876902.html?from=pc,https://img11.360buyimg.com/n7/jfs/t1/30836/18/5386/203532/5c86080bEadc1ff9b/59afffb5c841648c.jpg
蘇宏 苏绣湘绣桌面落地摆件红木台屏会客中国风苏州特色手工艺品 喜上眉梢,￥380.00,蘇宏官方旗舰店,500+,四川,https://item.jd.com/28207436090.html,https://mall.jd.com/index-745744.html?from=pc,https://img10.360buyimg.com/n7/jfs/t1/196520/40/8818/92005/60cd4b9eEee38c11b/800d21f8064c82b1.jpg
摆件双面刺绣工艺品小屏风摆件 中国特色礼品送老外出国商务企业定制 紫藤花鸟,￥288.00,少府礼品专营店,0,四川,https://item.jd.com/66061744992.html,https://mall.jd.com/index-10073052.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/93122/8/13894/123334/5e5f4ed2E0fd6fdee/a46986bd8efbd45d.jpg
晨圈汇 苏绣台屏双面绣摆件比翼鸟鸳鸯喜上眉梢适合结婚礼物工艺品刺绣母亲节礼物送妈妈湘绣粤绣 孔雀1 双面绣,￥558.00,晨圈汇旗舰店,24,四川,https://item.jd.com/42635324465.html,https://mall.jd.com/index-897704.html?from=pc,https://img10.360buyimg.com/n7/jfs/t1/134832/19/26704/76075/63296e17Ed664bbb0/604902cafaaba41c.jpg
花语隆 四川成都特色国宝熊猫双面绣刺绣商务外事礼品伴手礼 芙蓉锦鲤,￥1138.00,花语隆旗舰店,2,四川,https://item.jd.com/10053049621806.html,https://mall.jd.com/index-145879.html?from=pc,https://img11.360buyimg.com/n7/jfs/t1/217445/21/18489/439232/628ef5acE3bb81eca/f788cff824cb59ba.jpg
 手工刺绣 湘绣 双面绣中国风特色礼品湘绣摆件非遗苏绣手工刺绣画双面绣丝线客厅摆件台屏中国特色出 卡其色 款15-郎世宁花鸟 双面绣,￥277.20,文平家居日用专营店,2,四川,https://item.jd.com/10041046721454.html,https://mall.jd.com/index-11625909.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/201553/21/16448/156916/619da84cE08441aa3/3a5d21226764a3a5.jpg
琉唐艺汇 四川特色工艺礼品 手工刺绣工艺牌匾熊猫 客厅书房装饰挂画 乔迁礼物 特色礼品 杏色 黄枫林 平针绣,￥3280.00,琉唐艺汇旗舰店,0,四川,https://item.jd.com/37685259866.html,https://mall.jd.com/index-876902.html?from=pc,https://img11.360buyimg.com/n7/jfs/t1/17721/29/15640/326278/5cb19390E351933e1/c5dfde76036ddb38.jpg
依山锦绣 双面绣屏风四川特色摆件中国风手工刺绣双面绣中国特色礼品送老外 喜上眉梢,￥888.00,依山锦绣旗舰店,10,四川,https://item.jd.com/45860312987.html,https://mall.jd.com/index-754134.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/126478/2/20085/190022/60c17f23E527372b8/3cd8ee66e142ac14.jpg
帅创 双面绣送礼中国特色新家摆件送老外的中国民族风大气刺绣手工艺品送朋友 牡丹花,￥3560.00,帅创旗舰店,0,四川,https://item.jd.com/10031847726806.html,https://mall.jd.com/index-11074809.html?from=pc,https://img11.360buyimg.com/n7/jfs/t1/174140/19/12422/198493/60b62e83Ec7b00733/e64bd5afe7b85134.jpg
依山锦绣 双面绣屏风四川特色摆件中国风手工刺绣双面绣中国特色礼品送老外 母子熊猫,￥888.00,依山锦绣旗舰店,10,四川,https://item.jd.com/45860312995.html,https://mall.jd.com/index-754134.html?from=pc,https://img10.360buyimg.com/n7/jfs/t1/189414/12/7497/193174/60c17f2fE9a23522a/b66592dcd883e2c3.jpg
晨圈汇（chenquanhui） 手工刺绣檀木鸡翅木双面绣大号摆件四川特色装饰工艺送外宾出国礼品 中华瑰宝-檀木,￥2888.00,晨圈汇旗舰店,4,四川,https://item.jd.com/40706824963.html,https://mall.jd.com/index-897704.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/97239/18/33793/119740/636b5b3bE0553c15b/adc856ee6c4db119.jpg
依山锦绣 双面绣摆件家居饰品刻字个性定制送客户商务会议纪念礼品 玉兔折桂,￥980.00,依山锦绣旗舰店,1,四川,https://item.jd.com/10025283691124.html,https://mall.jd.com/index-754134.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/140936/3/18807/250709/5fdb03aaE978ee9d0/e1ba9df4d50dd0b8.jpg
琉唐艺汇 四川特色工艺礼品 手工刺绣工艺牌匾熊猫 客厅书房装饰挂画 乔迁礼物 特色礼品 杏色 黄枫林 平针绣,￥3280.00,琉唐艺汇旗舰店,0,四川,https://item.jd.com/37685259866.html,https://mall.jd.com/index-876902.html?from=pc,https://img11.360buyimg.com/n7/jfs/t1/17721/29/15640/326278/5cb19390E351933e1/c5dfde76036ddb38.jpg
 手工刺绣 湘绣 双面绣中国风特色礼品湘绣摆件苏绣双面绣苏州手工刺绣屏风成品摆件新中式台屏工艺品 锦上添花-鸡翅木,￥277.20,文平家居日用专营店,1,四川,https://item.jd.com/10041046780188.html,https://mall.jd.com/index-11625909.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/173913/18/21329/189591/619da880E5abfb529/75a716a6eb6c8c13.jpg
蜀锦四川成都特色工艺礼品装饰蜀锦卷轴挂画送老外 锦上添花图,￥1616.00,KDJSU旗舰店,2,四川,https://item.jd.com/10042523541890.html,https://mall.jd.com/index-11588829.html?from=pc,https://img10.360buyimg.com/n7/jfs/t1/205449/2/19464/184188/61c15ba3E45adb950/cf093106ae556226.jpg
安靖之乡 国礼典藏梅花熊猫高档礼品摆件 手工刺绣双面绣家居装饰工艺品四川特色中国风非遗礼品 梅花双熊D款,￥2760.00,安靖蜀绣之乡旗舰店,9,四川,https://item.jd.com/10032228707848.html,https://mall.jd.com/index-10111120.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/177266/39/8350/101830/60c08f9cEd34a40e3/891777ed6f5f74f8.jpg
安靖之乡 国礼典藏梅花熊猫高档礼品摆件 手工刺绣双面绣家居装饰工艺品四川特色中国风非遗礼品 梅花双熊E款,￥1110.00,安靖蜀绣之乡旗舰店,9,四川,https://item.jd.com/10032228707849.html,https://mall.jd.com/index-10111120.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/193248/33/7227/117387/60c08f9bEae7baa45/895297b65d9bd96d.jpg
晨圈汇 苏绣台屏双面绣摆件比翼鸟鸳鸯喜上眉梢适合结婚礼物工艺品刺绣母亲节礼物送妈妈湘绣粤绣 牡丹蝴蝶图 双面绣,￥488.00,晨圈汇旗舰店,24,四川,https://item.jd.com/42635324453.html,https://mall.jd.com/index-897704.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/15969/39/18275/79190/63296e12E13300d2b/a90e4433d4a45e6b.jpg
琉唐艺汇（ltyh） 中国风特色礼品四川手工双面绣熊猫屏风出国礼品送老外送客户 年年有余,￥5880.00,琉唐艺汇旗舰店,1,四川,https://item.jd.com/37690032694.html,https://mall.jd.com/index-876902.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/16994/35/15654/293255/5cb19373E6c7ec709/f1d1f919a71bdbce.jpg
晨圈汇 苏绣台屏双面绣摆件比翼鸟鸳鸯喜上眉梢适合结婚礼物工艺品刺绣母亲节礼物送妈妈湘绣粤绣 梅花熊猫 双面绣,￥528.00,晨圈汇旗舰店,24,四川,https://item.jd.com/42635324456.html,https://mall.jd.com/index-897704.html?from=pc,https://img11.360buyimg.com/n7/jfs/t1/179554/9/27889/70932/63296e18E6c2333e4/3d065c7fd33ade08.jpg
琉唐艺汇 蜀锦围巾 围巾外事礼品中国风特色四川成都蜀锦披肩刺绣 送老外纪念礼品 浅蓝孔雀花,￥670.00,琉唐艺汇旗舰店,25,四川,https://item.jd.com/44274895749.html,https://mall.jd.com/index-876902.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/29778/19/13998/283133/5ca334b0E40bfc3d0/7ce9d28289ef935a.jpg
 手工刺绣 湘绣 双面绣中国风特色礼品湘绣摆件苏绣双面绣苏州手工刺绣屏风成品摆件新中式台屏工艺品 玉兰花鸟-鸡翅木,￥277.20,文平家居日用专营店,1,四川,https://item.jd.com/10041046780186.html,https://mall.jd.com/index-11625909.html?from=pc,https://img11.360buyimg.com/n7/jfs/t1/134042/5/22756/181828/619da87cEa1707e35/348b433d089da511.jpg
晨圈汇（chenquanhui） 手工刺绣檀木鸡翅木双面绣大号摆件四川特色装饰工艺送外宾出国礼品 母子-鸡翅木,￥1688.00,晨圈汇旗舰店,4,四川,https://item.jd.com/40706824970.html,https://mall.jd.com/index-897704.html?from=pc,https://img10.360buyimg.com/n7/jfs/t1/119242/20/32094/158231/636b5a40E80b48cc4/da8ed6c9e45d9793.jpg
晨圈汇 苏绣台屏双面绣摆件比翼鸟鸳鸯喜上眉梢适合结婚礼物工艺品刺绣母亲节礼物送妈妈湘绣粤绣 国色天香 双面绣,￥488.00,晨圈汇旗舰店,24,四川,https://item.jd.com/42635324454.html,https://mall.jd.com/index-897704.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/84798/16/30433/73813/63296e2eEe81f2dbc/44bde56c18f577e6.jpg
琉唐艺汇 蜀锦围巾 围巾外事礼品中国风特色四川成都蜀锦披肩刺绣 送老外纪念礼品 湖蓝开口笑,￥670.00,琉唐艺汇旗舰店,25,四川,https://item.jd.com/44274895757.html,https://mall.jd.com/index-876902.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/28114/15/13934/296368/5ca334bfEe1979b7b/b76259f1782ae491.jpg
詩華歌迪 双面手工刺绣熊猫屏风摆件工艺品中国特色礼品送老外纪念品 马到成功,￥588.00,顺致礼品专营店,0,四川,https://item.jd.com/10063735384543.html,https://mall.jd.com/index-675919.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/179840/5/30036/173356/63864124E128b1054/f8f35dd2cd72bb03.jpg
成都旅游纪念品蜀锦刺绣围巾女 领带男中国风特色礼品送老外 奶白金梅+黄龙 奶白金梅+黄龙,￥356.00,西萤家居旗舰店,11,四川,https://item.jd.com/10041850589250.html,https://mall.jd.com/index-11600335.html?from=pc,https://img10.360buyimg.com/n7/jfs/t1/207063/17/11850/173157/61b06589Efe438cfc/2ceb8dd1e3c414ff.jpg
晨圈汇（chenquanhui） 手工刺绣檀木鸡翅木双面绣大号摆件四川特色装饰工艺送外宾出国礼品 富贵锦鲤-檀木,￥2888.00,晨圈汇旗舰店,4,四川,https://item.jd.com/40706824975.html,https://mall.jd.com/index-897704.html?from=pc,https://img10.360buyimg.com/n7/jfs/t1/38345/2/20670/122203/636b5b22Ea7a915d0/5f6626b9d674da1e.jpg
花语隆 花鸟双面绣 手工刺绣屏风中国风非遗送老外特色家居饰品摆件 芙蓉翠鸟,￥2180.00,花语隆旗舰店,7,四川,https://item.jd.com/41563160619.html,https://mall.jd.com/index-145879.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/18560/27/16174/134675/628eeee1E943baf33/a95f166841502395.jpg
蘇宏 苏绣湘绣桌面落地摆件红木台屏会客中国风苏州特色手工艺品 荷花翠鸟,￥380.00,蘇宏官方旗舰店,500+,四川,https://item.jd.com/27484213704.html,https://mall.jd.com/index-745744.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/166804/13/2937/255820/60051ccbEa80395c5/e48d7983036f31cc.jpg
久拙汇 摆件成都特色伴手礼手工刺绣熊猫摆件中国风礼品送老外如意 悠哉国宝A,￥568.00,久拙汇旗舰店,17,四川,https://item.jd.com/41345063014.html,https://mall.jd.com/index-918903.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/162977/22/30332/117419/63296a2bE9902eb77/03dc727de3d07dfd.jpg
安靖之乡 四川方言熊猫双面绣工艺礼品 非遗纯手工刺绣家居装饰摆件 成都特色伴手礼送老外 爬高高 5寸,￥165.00,安靖蜀绣之乡旗舰店,8,四川,https://item.jd.com/10031998697958.html,https://mall.jd.com/index-10111120.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/173704/17/13181/143143/60b9e495Ef0b48b0e/af8db0a8f2c32d3f.png
依山锦绣 双面绣屏风四川特色摆件中国风手工刺绣双面绣中国特色礼品送老外 蝶恋花,￥888.00,依山锦绣旗舰店,10,四川,https://item.jd.com/45860312983.html,https://mall.jd.com/index-754134.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/173008/19/13898/190268/60c17f1cEd88dbed6/bd8036c655978ad4.jpg
 手工刺绣 湘绣 双面绣中国风特色礼品湘绣摆件非遗苏绣手工刺绣画双面绣丝线客厅摆件台屏中国特色出 米白色 款3-富贵吉祥 双面绣,￥277.20,文平家居日用专营店,2,四川,https://item.jd.com/10041046721445.html,https://mall.jd.com/index-11625909.html?from=pc,https://img10.360buyimg.com/n7/jfs/t1/160903/14/25813/144634/619da844E0b366f08/a3aefea1bbac6fd0.jpg
陌上桑 双面绣手工刺绣熊猫四川成都特色中式装饰摆件中国风礼品送老外纪念品开业乔迁新居圣诞节礼物 亭亭玉立（成都发货）,￥309.00,齐力礼品专营店,2000+,四川,https://item.jd.com/10036039090329.html,https://mall.jd.com/index-197207.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/27856/15/17952/160822/62c27e3bE791cea83/0981a4a06603cece.jpg
琉唐艺汇 台屏 双面绣屏风摆件 手工刺绣工艺品 商务出国礼品 送老外中国风特色礼物 孔雀牡丹,￥1180.00,琉唐艺汇旗舰店,2,四川,https://item.jd.com/37688016607.html,https://mall.jd.com/index-876902.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/16988/26/15677/197818/5cb19377E78f9d4b0/45c997ed53a96e1b.jpg
久拙汇 中国风成都纪念礼物送老外国人双面中式刺绣香妃扇带底座摆件 团扇-竹子熊猫,￥668.00,久拙汇旗舰店,1,四川,https://item.jd.com/40911138963.html,https://mall.jd.com/index-918903.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/194882/5/28246/83013/632969caEa170d018/2eadbd8fc9d02cba.jpg
之乡 中国风非遗手工双面刺绣摆件礼品纯手工家居装饰品中国特色礼物送老外 论禅 鸡翅木外框,￥270.00,安靖蜀绣之乡旗舰店,72,四川,https://item.jd.com/10041332351842.html,https://mall.jd.com/index-10111120.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/176001/27/15901/233663/60d0525bE8e7ebbd1/6552192ec7d45146.jpg
 手工刺绣 湘绣 双面绣中国风特色礼品湘绣摆件非遗苏绣手工刺绣画双面绣丝线客厅摆件台屏中国特色出 翠绿色 款30-多子 双面绣,￥277.20,文平家居日用专营店,2,四川,https://item.jd.com/10041046721468.html,https://mall.jd.com/index-11625909.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/157576/39/21213/128975/619da85bE3dc44c85/6d3241429fed1ccb.jpg
 手工刺绣 湘绣 双面绣中国风特色礼品湘绣摆件非遗苏绣手工刺绣画双面绣丝线客厅摆件台屏中国特色出 粉红色 款10-花鸟 双面绣,￥277.20,文平家居日用专营店,2,四川,https://item.jd.com/10041046721451.html,https://mall.jd.com/index-11625909.html?from=pc,https://img11.360buyimg.com/n7/jfs/t1/172218/14/21494/132221/619da849E342755be/ef27cb5ad188d214.jpg
中国特色礼品 熊猫屏风 出国礼品送老外送客户礼品 国色天香,￥3980.00,静阁隆工艺品专营店,1,四川,https://item.jd.com/10021509397098.html,https://mall.jd.com/index-718848.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/129153/8/12284/508056/5f5b0238E0688cdc1/273bcba09320e37f.jpg
 手工刺绣 湘绣 双面绣中国风特色礼品湘绣摆件非遗苏绣手工刺绣画双面绣丝线客厅摆件台屏中国特色出 银色 款7-比翼双飞 双面绣,￥277.20,文平家居日用专营店,2,四川,https://item.jd.com/10041046721449.html,https://mall.jd.com/index-11625909.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/220684/21/5425/151629/619da847E2ce27726/2e2a3bb1caf8a55b.jpg
2022陶瓷釉上彩酒店菜盘子冷菜摆盘私房菜会所感网红餐盘 8.5寸碗(星河金),￥104.00,普识家居专营店,0,四川,https://item.jd.com/10066296272774.html,https://mall.jd.com/index-12258609.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/88903/38/19940/123810/637e1455Eb8246336/89cf679538b6b4e3.jpg
老秀馆 手工刺绣双面绣檀木摆件中国四川特色礼品送老外出国礼物圣诞节礼品送老师开业搬家礼物送朋友 节节高,￥345.00,老秀馆官方旗舰店,19,四川,https://item.jd.com/66994352624.html,https://mall.jd.com/index-10051377.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/160740/29/28909/134360/62df551eE0e6b072f/8c040a4e04eae471.jpg
晨圈汇（chenquanhui） 手工刺绣双面绣摆件中国风礼品送老外出国外事熊猫纪念品 高瞻远瞩,￥568.00,晨圈汇旗舰店,10,四川,https://item.jd.com/40756048708.html,https://mall.jd.com/index-897704.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/208913/13/25031/136648/636b1f62Ed72dfa5b/68c97f295a8028ff.jpg
晨圈汇（chenquanhui）  双面刺绣屏风摆件新婚礼物情侣礼物成都旅游纪念品送老外摆件 孔雀牡丹-20cm鸡翅木,￥558.00,晨圈汇旗舰店,5,四川,https://item.jd.com/40713655818.html,https://mall.jd.com/index-897704.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/110035/34/34911/142782/6368a261Efac36430/1487cd1d64dd7e3d.jpg
晨圈汇（chenquanhui） 手工刺绣双面绣摆件中国风礼品送老外出国外事熊猫纪念品 节节高,￥568.00,晨圈汇旗舰店,10,四川,https://item.jd.com/10059349988492.html,https://mall.jd.com/index-897704.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/170276/3/31920/91944/636b1f5eEb61d6abb/a88acd8aa4385f96.jpg
晨圈汇（chenquanhui） 手工刺绣双面绣摆件中国风礼品送老外出国外事熊猫纪念品 福气满满,￥568.00,晨圈汇旗舰店,10,四川,https://item.jd.com/40756028596.html,https://mall.jd.com/index-897704.html?from=pc,https://img11.360buyimg.com/n7/jfs/t1/131642/23/32717/95278/636b1f6dE76f8bcd3/d2e988dc6e733a5c.jpg
久拙汇 故宫熊猫牡丹清明上河图双面刺绣屏风摆件苏绣湘绣广绣粤绣摆件中国风特色礼品送老外苏州特产 清明上河图,￥668.00,久拙汇旗舰店,20,四川,https://item.jd.com/40908145229.html,https://mall.jd.com/index-918903.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/23771/38/19577/170638/632969d8E60870b56/c97743f93f447f1d.jpg
安靖之乡 竹子熊猫系列非遗装饰摆件 纯手工双面刺绣工艺礼品 四川特色出国礼物伴手礼定制刻字 A款,￥570.00,安靖蜀绣之乡旗舰店,2,四川,https://item.jd.com/10035721917753.html,https://mall.jd.com/index-10111120.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/183327/25/19942/292850/611df76aE500358d6/bc64443298a836a8.jpg
安靖之乡 萌萌熊猫系列小型家居装饰摆件 送孩子生日礼物 非遗纯手工双面刺绣小礼品伴手礼 款式12,￥165.00,安靖蜀绣之乡旗舰店,5,四川,https://item.jd.com/10045892662654.html,https://mall.jd.com/index-10111120.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/103473/13/25314/341060/6225b3c3Eb344146e/8151c584547a9a7d.jpg
