标题,价格,店铺,销量,地点,商品详情页,店铺链接,图片链接
四川特色工艺品礼物送老外蜀绣双面绣熊猫纪,368,guowenchang1,4人付款,四川 成都,https://click.simba.taobao.com/cc_im?p=%CA%F1%D0%E5&s=497147263&k=737&e=zIWhzL9eNnQ7xHHRcxI2JvEPVXnxxTrBwF6j3iBGMJKPWlPQv9KNr8RcqdriXXoX4mMwPPeh8z%2F0crzK3xASR%2FZkHeTVNDp3nJm5FCAALWYqz46C5ocJ%2BX8odA5wYv7n736gW20Y4zqCE0Z3YpiNConTvpYatUVCt1%2Fm13hiwC2RDx%2FFYyTWbClt4hyFj5yJtIyIzESA6MTT8kxJg2msOH4eY8lsitpuobmTaGTKcp4r4sBW8mf69uqMEuov3RvlJ8mRGmBuM%2FYyR8LK%2FBh%2FqgbUR6pynM7aeAc%2BIHWdHxsKlEq3vE2UJxabifMTUphs6paTBShU1c9z7Ps%2FQyV%2Fx8WP0Di6cSUvE%2BZkRPG2MDeGp3T%2FRan6PNmNRVrM2ZYqkuk9Hyz9U4V4%2Fl7dOYzoFo%2BPJmzLUc2zOd1jOnwSNvpXtBRjLRgQZwTtVoqQSTfQFpuJ8xNSmGyNPzkY5uYPl5sJpY3TW4dJhDyl0GgciafvMYAjHiWy56Q%2FWC0NpZA%2F52F86vxw6ojSZ8Zq3Gvnw90xldK39%2BVp5xBQV9DzOsj6J%2F8PlzQsf6m%2FJPjWSmd%2FOsIFz4aZE8rjpogkKi2nC6fGLHyUa8%2BRmM6dzEeQEcCnNGrTjqXS0u6qoYvB0sL%2BgdySag2zLonwBz4fRCy2sy6XbNOhH62muaq%2F99jTvW%2BespRNrLh0QHTcXyNhHrgVIowJjfB4cPXMOcYHXxAYuBem4LdqW%2BlH#detail,https://click.simba.taobao.com/cc_im?p=%CA%F1%D0%E5&s=497147263&k=705&e=PydOboxlBIA7xHHRcxI2JvEPVXnxxTrBwF6j3iBGMJKPWlPQv9KNr8RcqdriXXoX4mMwPPeh8z%2B%2Fl6IigMdo6PZkHeTVNDp3nJm5FCAALWYqz46C5ocJ%2BX8odA5wYv7n736gW20Y4zqCE0Z3YpiNConTvpYatUVCt1%2Fm13hiwC2RDx%2FFYyTWbClt4hyFj5yJtIyIzESA6MTT8kxJg2msOH4eY8lsitpuobmTaGTKcp4r4sBW8mf69uqMEuov3RvlJ8mRGmBuM%2FYyR8LK%2FBh%2FqgbUR6pynM7aeAc%2BIHWdHxsKlEq3vE2UJxabifMTUphs6paTBShU1c9z7Ps%2FQyV%2Fx8WP0Di6cSUvE%2BZkRPG2MDeGp3T%2FRan6PNmNRVrM2ZYqwJiMlSdiAIb%2BoU9a0tBBuj5zHTBpA6iBgAoWHjsyOGxX6M3%2FGnmuJOpt4AUv48y6js1PCpeJ10mOjylWGk3eWG0nTq30drVBJD9bpxUAxW9nZ%2FccX1jyKZpu9ELGdAAuhmNBDSK6iv%2BQTrJlV53vP2x0K3UZufPt%2FKE27EBVe9JLipJiFiNWknuVhC6YUBZYZYEDyzW5aG3bGbzOcD61dNN%2FmM%2BFrKvess6ZHE9TgbzgJp2o27UrlFcVp%2Bce6SO0qdBRvZKxcSAKvQRgHtLNZ2IhcT1lbZ6LIIntuB2aAo%2Fr3JzQEjSu2WV2qxKasPCB,//g-search1.alicdn.com/img/bao/uploaded/i4/imgextra/i1/15508594/O1CN01bNIglr2DM6XEH3vAP_!!0-saturn_solar.jpg
苏绣带框银杏锦鲤 九鱼客厅餐厅三联 装饰画,2118,jackal0416,11人付款,江苏 苏州,https://click.simba.taobao.com/cc_im?p=%CA%F1%D0%E5&s=497147263&k=793&e=mrPyrW2HQVk7xHHRcxI2JvEPVXnxxTrBwF6j3iBGMJKPWlPQv9KNr8RcqdriXXoX4mMwPPeh8z97ZnJmj%2FgFNGrl%2BAODD%2FpbUnYuH%2FXHDYcqz46C5ocJ%2BX8odA5wYv7n736gW20Y4zqCE0Z3YpiNConTvpYatUVCt1%2Fm13hiwC2RDx%2FFYyTWbClt4hyFj5yJtIyIzESA6MTT8kxJg2msOH4eY8lsitpuobmTaGTKcp4r4sBW8mf69mGYdHR2XKq2m6%2FKAxBv39KbCydZBltoYJasbOdRFj39oU3dEbWX27jhzgipc7qE2bV7YxQc%2BF%2BHKwvOrzkZpNrBtECHe4llUEqWEz6Q30cP%2FCnj7e75H6vdJWP4DdWHppiIjSRAxUH8zYHOu9zHNPjsZpQXCDu6qbe9skMkoZ14sYNJ30eqfJw0yYvO5pOtnYzozoZ4y8zxWpMJAvm%2FkCj8iXZ5raaUvQ%2Bv8WFS8GJVr9lKtiCn4njcnRGfUmGk4SfJkRpgbjP2I2bNvZ3JLwp%2BXRHzReEb2MNyRfa9PsL2NirWQMtoo%2Fulb0Tlv3bu5zc7eEqiJP6S6SSgx27hzYXtIe2sDRBF%2FudjdpZ9zh9ZnkV79qKjKF7k7hisP34cMpQXwOORehs%2BfJcH%2FLy7Pa3WR3nmXZW0uSkFbaQ4aQjoU2xlA%2BdVjm2OHmVxsz%2FzVHyyKm7xOdCLk9VuYwmxhQc8ASvuBS6ExHfFtteEw3qUSIP1uvCiKCVLGkzt2B%2FpiR44crVlNaBoCkG%2FfCw9bJWo36lA6IdVcA%3D%3D#detail,https://click.simba.taobao.com/cc_im?p=%CA%F1%D0%E5&s=497147263&k=761&e=rxXMNb35g8w7xHHRcxI2JvEPVXnxxTrBwF6j3iBGMJKPWlPQv9KNr8RcqdriXXoX4mMwPPeh8z%2FUtcY%2FLeilA2rl%2BAODD%2FpbUnYuH%2FXHDYcqz46C5ocJ%2BX8odA5wYv7n736gW20Y4zqCE0Z3YpiNConTvpYatUVCt1%2Fm13hiwC2RDx%2FFYyTWbClt4hyFj5yJtIyIzESA6MTT8kxJg2msOH4eY8lsitpuobmTaGTKcp4r4sBW8mf69mGYdHR2XKq2m6%2FKAxBv39KbCydZBltoYJasbOdRFj39oU3dEbWX27jhzgipc7qE2bV7YxQc%2BF%2BHKwvOrzkZpNrBtECHe4llUEqWEz6Q30cP%2FCnj7e75H6vdJWP4DdWHppiIjSRAxUH8zYHOu9zHNPjsZpQXCDu6qbe9skMkoZ14bCRofyZ5tIZSjXprnd4Lbgv0CBAaZZnY8qbKda278UCqRryayP4PN7hMCS7KrZ7lkvejzUNCd9Cr%2Fz3fv7Fo86Z8k2NTFg3rU5htUMuG9KKApDlUPgUTi%2BZ%2FKUI87vbj0wfA9h5aZcApcAHd0WAMFCcJYS97ADne2AbFgISYpK6WF98ffB%2BEB6TvITbfrEO0RyvrTmvw6vyAq98Z9d54jMHcYaXq785fPIUcw%2FtgPsiLZyu3%2BLj%2FLzkLi%2BUW5RXUdz%2Bf%2Fvf939jyzhBrkBkRZaP%2BFLoomwAXrioOzeLQ2%2FCN1UeWsJPQJK%2BsIOcfl9OPj7EQ2uJ7fm3RNLk0bGcnnQ%3D%3D,//g-search1.alicdn.com/img/bao/uploaded/i4/imgextra/i4/15649859/O1CN01KRH1vI2MhTQMdcQkD_!!0-saturn_solar.jpg
道家经书盖布防尘防潮刺绣盖经布提花布经盖黄布八卦仙鹤经袋布,15.9,幸福妮儿88,0人付款,广东 广州,https://click.simba.taobao.com/cc_im?p=%CA%F1%D0%E5&s=497147263&k=769&e=kNpCJRme%2BFk7xHHRcxI2JvEPVXnxxTrBwF6j3iBGMJKPWlPQv9KNr8RcqdriXXoXZnW7D0psKqJyzlqcdZ3ej%2BkM3ap9p3x3UnYuH%2FXHDYcqz46C5ocJ%2BX8odA5wYv7n736gW20Y4zqCE0Z3YpiNConTvpYatUVCt1%2Fm13hiwC2RDx%2FFYyTWbClt4hyFj5yJtIyIzESA6MTT8kxJg2msOH4eY8lsitpuobmTaGTKcp4r4sBW8mf69ksLxxH%2Ft33f5y8yhUNNG2PPGYWFY1vz1piOWQSQNRq0Bvg2qJbxlSQ85Q5A3YFMuSkzaew5XSHrm8MfS6azZuC64Uifv9Mh12ThjLf5ThT04%2B9nC2S1%2BKj9roBvFjTI8279sxPODMDzxrD0wO4mbYQ2FSJITmk8S1FW8kfQtD76S6mwreVx6QOOI%2BfeXrivIfKmynWtu%2FFAuJ8ve2qrTPaCzMVAsJkCfgtznaSCq9e4e7PBfC%2BxUOLyeGfW07GeF4zEezqAXejyScQkp9o6e52p%2BHYr1kf8c8V1ueDuCea%2BYckPJUK1dc6wQzXbkuzymQ4SeGmjmA0tnlCXPisLS%2BlnXjgWEH5chIypdKIfr6I%2FZfkqjhi436SjYpYY%2B1p0mvxTzo1WgO7Y9lw6H7Lx2LyLIyg0YTDvcSw%2FzEjfacuTeyARwoFr8Dc%2FagTm9zBxACNeAW%2FGp%2BQnTK8RO5OSErN4P2r%2BPldHhoGh76jGjYM%2BtmYTfBPSi9dtc6UpeOfkE4%2FOjTSEhBCJ#detail,https://click.simba.taobao.com/cc_im?p=%CA%F1%D0%E5&s=497147263&k=737&e=3JBKFsWqI%2BA7xHHRcxI2JvEPVXnxxTrBwF6j3iBGMJKPWlPQv9KNr8RcqdriXXoXZnW7D0psKqIcCOKsdErHX%2BkM3ap9p3x3UnYuH%2FXHDYcqz46C5ocJ%2BX8odA5wYv7n736gW20Y4zqCE0Z3YpiNConTvpYatUVCt1%2Fm13hiwC2RDx%2FFYyTWbClt4hyFj5yJtIyIzESA6MTT8kxJg2msOH4eY8lsitpuobmTaGTKcp4r4sBW8mf69ksLxxH%2Ft33f5y8yhUNNG2PPGYWFY1vz1piOWQSQNRq0Bvg2qJbxlSQ85Q5A3YFMuSkzaew5XSHrm8MfS6azZuC64Uifv9Mh12ThjLf5ThT04%2B9nC2S1%2BKj9roBvFjTI8279sxPODMDzxrD0wO4mbYQ2FSJITmk8S1FW8kfQtD76XoZd4JvMFKQtkUYwXk6B4VPXvnj6PqGK9dsjL59VzIMrfZNPXwL%2FEj1yoxpcZ5sNP3pjpulU9zLAzCv5xyFd%2BtrTH7Fqfu6s52F86vxw6ojSZ8Zq3Gvnw90xldK39%2BVp5xBQV9DzOsj6J%2F8PlzQsf6m%2FJPjWSmd%2FOsIFz4aZE8rjpogkKi2nC6fGLHyUa8%2BRmM6dzEeQEcCnNGrTjqXS0u6qoYvB0sL%2BgdySag2zLonwBz4fRCy2s4nH6ySxroUGXRtObbcDkgE1OKsA7r7sK9n%2F9WSaS0HPKxw3QvODI0CgTRVqMWF8f99RdhCLbTwr,//g-search1.alicdn.com/img/bao/uploaded/i4/imgextra/i1/103263744/O1CN01eyDqcV1dWnf7P4rZT_!!0-saturn_solar.jpg
湘绣专用线绒花缠花苏粤蜀绣手工线桑蚕丝7601-7608第76套蓝色系,15.9,荣华绣阁,9人付款,湖南 衡阳,//item.taobao.com/item.htm?id=605062454630&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=743457201,//g-search2.alicdn.com/img/bao/uploaded/i4/i4/743457201/O1CN01S3WYyi2346rdNnYhn_!!0-item_pic.jpg
湘绣专用线绒花缠花苏粤蜀绣手工线桑蚕丝6501-6512第65套绿色系,15.9,荣华绣阁,9人付款,湖南 衡阳,//item.taobao.com/item.htm?id=604580692277&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=743457201,//g-search2.alicdn.com/img/bao/uploaded/i4/i2/743457201/O1CN01gcy7f72346rWeOpzp_!!0-item_pic.jpg
蜀绣交叠绣技法 巧渝蜀绣娘学习资料 和乱针绣绣法相似,6,youi023,1人付款,重庆,//item.taobao.com/item.htm?id=620155324176&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=84223206,//g-search1.alicdn.com/img/bao/uploaded/i4/i4/84223206/O1CN01lWMXqg1ZYOOSPnH9M_!!84223206.png
手绣披肩玉雪霓裳蜀江锦院蜀绣桑蚕丝旗袍礼服外搭妈妈围巾情人节,1880,蜀江锦院旗舰店,2人付款,四川 成都,//detail.tmall.com/item.htm?id=674108423473&ns=1&abbucket=18,//store.taobao.com/shop/view_shop.htm?user_number_id=3684665251,//g-search1.alicdn.com/img/bao/uploaded/i4/i4/3684665251/O1CN01c3u3Gk1of0XPaGkh8_!!0-item_pic.jpg
湘绣手工刺绣成品摆件双面绣禅意国风创意荷花鸟蜀绣苏绣礼物礼盒,488,xielixi,2人付款,湖南 长沙,//item.taobao.com/item.htm?id=673480248469&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=86488040,//g-search1.alicdn.com/img/bao/uploaded/i4/i1/86488040/O1CN01SqH5ns29GN9xojX1L_!!86488040-0-picasso.jpg
古典舞练功服女蜀绣月满西楼舞蹈服身韵纱衣飘逸大码古风网纱上衣,18,旗乐淘21,35人付款,山东 菏泽,//item.taobao.com/item.htm?id=571969975261&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=859564028,//g-search2.alicdn.com/img/bao/uploaded/i4/i2/859564028/O1CN01pSzGcZ1fcs9GrAc2Z_!!0-item_pic.jpg
蜀江锦院花前赋真丝雪纺长围巾蜀绣2022新款手工纱披肩桑蚕丝刺绣,960,蜀江锦院旗舰店,2人付款,四川 成都,//detail.tmall.com/item.htm?id=687807826151&ns=1&abbucket=18,//store.taobao.com/shop/view_shop.htm?user_number_id=3684665251,//g-search2.alicdn.com/img/bao/uploaded/i4/i1/3684665251/O1CN017zRAhi1of0XHiydVV_!!0-item_pic.jpg
ipluso意索旗舰店老花镜阅读镜项链礼盒装蜀绣版母亲节礼物送妈妈长辈便携实用手持放大镜老人读书看报,199,ipluso意索旗舰店,3人付款,上海,//detail.tmall.com/item.htm?id=568434255376&ns=1&abbucket=18,//store.taobao.com/shop/view_shop.htm?user_number_id=3199725355,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/3199725355/O1CN01y9vOqA1pQda0luKvW_!!3199725355.jpg
卖火柴的小女孩真丝桑波缎丝巾90大方巾女桑蚕丝围巾夏季披肩蜀绣,89,万事利_2008,7人付款,浙江 杭州,//item.taobao.com/item.htm?id=641893156161&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=80821849,//g-search2.alicdn.com/img/bao/uploaded/i4/i2/80821849/O1CN0199KKZP1PWszzqmQDm_!!80821849.jpg
仿蜀锦布料加宽蜀锦蜀绣联珠对马纹织锦缎汉服长衫比甲襦裙婚服料,9,liqingqing0720,6人付款,浙江 杭州,//item.taobao.com/item.htm?id=648767465438&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=923481353,//g-search1.alicdn.com/img/bao/uploaded/i4/i1/923481353/O1CN01idQWJ41LriZ5WdrcP_!!923481353.jpg
买2送枕套*十字绣工具缝纫帮手30位排线器蜀绣苏绣理线器插针线夹,10.9,牛郎织女商贸,6人付款,浙江 金华,//item.taobao.com/item.htm?id=558370410491&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=2895884545,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/2895884545/O1CN01QoCDlQ1jRebYMroA6_!!2895884545.jpg
蜀绣蜀锦笔筒名片盒熊猫实用性古典摆件国风伴手礼送老外出国礼物,88,锦绣宫坊,1人付款,四川 成都,//item.taobao.com/item.htm?id=678632735917&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=2936302724,//g-search1.alicdn.com/img/bao/uploaded/i4/i4/2936302724/O1CN011l3aj81VzdeCMFvDW_!!2936302724.jpg
真丝线 苏绣DIY手工刺绣蚕丝线缠花线柔软光滑蜀绣湘绣用多色可选,16,吴韵绣坊,1人付款,江苏 苏州,//item.taobao.com/item.htm?id=1661930109&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=96658333,//g-search3.alicdn.com/img/bao/uploaded/i4/i2/96658333/O1CN01GxzJ862BQYyWb9iww_!!96658333.jpg
仿蜀锦面料蜀锦蜀绣四季花卉纹复原织锦缎大袖衫比甲马甲口包金料,9,liqingqing0720,2人付款,浙江 杭州,//item.taobao.com/item.htm?id=664327776934&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=923481353,//g-search3.alicdn.com/img/bao/uploaded/i4/i3/923481353/O1CN01Pf8pnG1LribdMlfx6_!!923481353.jpg
中国风成都蜀绣刺绣手帕出国礼品送老外旅游纪念品丝绸礼物送朋友,8.8,chenxirui2011,10人付款,四川 成都,//item.taobao.com/item.htm?id=35349683933&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=99687821,//g-search2.alicdn.com/img/bao/uploaded/i4/i1/99687821/TB2t8lBdHBmpuFjSZFAXXaQ0pXa_!!99687821.jpg
刺绣视频教程苏绣湘粤京蜀绣苗杭绣法式针法技巧立体图纸图案大全,2.99,烨蓝逸百货经营部,8人付款,广东 广州,//item.taobao.com/item.htm?id=655967900554&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=2211988605523,//g-search1.alicdn.com/img/bao/uploaded/i4/i4/2211988605523/O1CN01HBvgk11qfaB9HTJIE_!!2211988605523.jpg
蜀绣古典舞演出服装女成人淡雅伞舞扇子舞古装一砚梨花雨舞蹈服装,99,万文玲666,2人付款,山东 菏泽,//item.taobao.com/item.htm?id=574360934691&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=1645058174,//g-search2.alicdn.com/img/bao/uploaded/i4/i4/1645058174/O1CN01zGwqYG2AFk13diilj_!!0-item_pic.jpg
经典织绣服饰纹样古代刺绣苏绣蜀绣汉绣图案线稿线描白描参考图片,3.99,顺水百合,22人付款,浙江 杭州,//item.taobao.com/item.htm?id=658722592521&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=2092430873,//g-search1.alicdn.com/img/bao/uploaded/i4/i2/2092430873/O1CN019bDKIt1IJsTz69lua_!!2092430873.jpg
四川特色蜀绣刺绣口红唇膏保护盒化妆镜出国旅游纪念小礼物送老外,8,chenxirui2011,3人付款,四川 成都,//item.taobao.com/item.htm?id=563083951885&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=99687821,//g-search2.alicdn.com/img/bao/uploaded/i4/i1/99687821/TB15T4RiZbI8KJjy1zdXXbe1VXa_!!0-item_pic.jpg
SU模型刺绣蜀绣展厅中式展示空间茶叶店门头店铺画卷草图大师,4.5,徒步验房,7人付款,广东 广州,//item.taobao.com/item.htm?id=677773322147&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=2277592293,//g-search3.alicdn.com/img/bao/uploaded/i4/i3/2277592293/O1CN01MN4oJS1SoEwP4YEOC_!!2277592293.jpg
新款六一儿童古典舞演出服飘逸秧歌服女童蜀绣少儿扇子伞舞表演服,79.9,诚信重要小爽s,2人付款,山东 菏泽,//item.taobao.com/item.htm?id=616039333036&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=2149505052,//g-search1.alicdn.com/img/bao/uploaded/i4/i1/2149505052/O1CN0192JRn41nBrWEq0466_!!2149505052.jpg
中国传统手工艺苏绣湘绣蜀绣粤绣刺绣海报宣传PSD设计素材源文件,1.36,qq1589635839,3人付款,湖南 衡阳,//item.taobao.com/item.htm?id=670924392325&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=1581938824,//g-search2.alicdn.com/img/bao/uploaded/i4/i2/1581938824/O1CN01wKUWJA2F3Rd6eOT79_!!1581938824.png
刺绣缠花绒花diy手工制作蚕丝线蜀绣湘绣缠花配件报春图,12,chenmeiling402,2人付款,江苏 苏州,//item.taobao.com/item.htm?id=634733048902&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=1023010960,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/0/O1CN013C7cJK1Bs2eHMgflg_!!0.jpg
刺绣缠花绒花d iy手工制作蜀绣湘绣莫兰迪蚕丝线线,12.5,chenmeiling402,0人付款,江苏 苏州,//item.taobao.com/item.htm?id=636281394232&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=1023010960,//g-search1.alicdn.com/img/bao/uploaded/i4/i3/0/O1CN01Xye0c21Bs2eX0kjZp_!!0.jpg
朵勤大熊猫蜀绣双面绣摆件工艺品萌萌哒手工刺绣中国出国纪念礼品,460.2,弄简家居旗舰店,0人付款,江苏 无锡,//detail.tmall.com/item.htm?id=692648185778&ns=1&abbucket=18,//store.taobao.com/shop/view_shop.htm?user_number_id=2208217140373,//g-search2.alicdn.com/img/bao/uploaded/i4/i4/2208217140373/O1CN01J5qbRe1EcsWgYhQJL_!!0-item_pic.jpg
朵勤蜀绣手工刺绣丝巾真丝围巾刺绣成品中国特色礼品送老外的出国,705,弄简家居旗舰店,0人付款,江苏 无锡,//detail.tmall.com/item.htm?id=692930662181&ns=1&abbucket=18,//store.taobao.com/shop/view_shop.htm?user_number_id=2208217140373,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/2208217140373/O1CN01xx7DBa1EcsWXY88VI_!!0-item_pic.jpg
苏绣diy初学双面刺绣印图团扇子蜀绣手工自绣绣线初学套件材料包,168.32,岑独旗舰店,0人付款,浙江 杭州,//detail.tmall.com/item.htm?id=692660114834&ns=1&abbucket=18,//store.taobao.com/shop/view_shop.htm?user_number_id=2214051658552,//g-search2.alicdn.com/img/bao/uploaded/i4/i3/2214051658552/O1CN012quqKi2D2rwryupjA_!!0-item_pic.jpg
大熊猫蜀绣双面绣摆件工艺品萌萌哒手工刺绣中国出国纪念礼品包邮,331.2,拉曼缇旗舰店,0人付款,江苏 苏州,//detail.tmall.com/item.htm?id=692013636872&ns=1&abbucket=18,//store.taobao.com/shop/view_shop.htm?user_number_id=2204186730210,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/2204186730210/O1CN01JFaL1e1DQDxpvzLa7_!!0-item_pic.jpg
大促销十字绣排线器工具30位50位蜀绣苏绣理线器插针器绕线板穿线,3.9,朱娜娜2008,64人付款,浙江 金华,//item.taobao.com/item.htm?id=556893601717&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=66570269,//g-search1.alicdn.com/img/bao/uploaded/i4/i1/66570269/O1CN01bWTo071DrFBETAymx_!!66570269.jpg
步步生莲古典舞演出服女童飘逸蜀绣扇子舞蹈服秧歌服山鬼表演服装,27,茉语恩蓝饰品旗舰店,3人付款,浙江 杭州,//detail.tmall.com/item.htm?id=667168725713&ns=1&abbucket=18,//store.taobao.com/shop/view_shop.htm?user_number_id=2212496624142,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/2212496624142/O1CN01ghcCW11gT5EyYIctR_!!0-item_pic.jpg
S884草图大师中式刺绣蜀绣展厅房绣展示空间茶叶店门头画卷SU模型,4.98,tb923911627,6人付款,广东 深圳,//item.taobao.com/item.htm?id=665621566704&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=2206659045314,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/2206659045314/O1CN016ADR6x1p7rQRe32Kq_!!2206659045314.jpg
苏州刺绣真丝绣花线桑蚕丝线 蜀绣湘绣手工缠花绣线 单色小支单价,1.3,吴韵绣坊,2人付款,江苏 苏州,//item.taobao.com/item.htm?id=1495331089&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=96658333,//g-search3.alicdn.com/img/bao/uploaded/i4/i3/96658333/TB10HrtdxHI8KJjy1zbXXaxdpXa_!!0-item_pic.jpg
蜀绣非物质文化遗产介绍宣传推广PPT内容型模板四川刺绣PPT成品,6.98,免流离,4人付款,江苏 常州,//item.taobao.com/item.htm?id=684838766198&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=2591186843,//g-search1.alicdn.com/img/bao/uploaded/i4/i3/2591186843/O1CN01mMtRQx20Q93gysJkb_!!2591186843.jpg
非遗百首-蜀绣12生肖#子鼠-限量500份【数字非遗】,29.9,artxip限藏拍卖,30人付款,北京,//item.taobao.com/item.htm?id=678061365172&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=2213104230487,//g-search2.alicdn.com/img/bao/uploaded/i4/i2/O1CN01MXkX361FT5eKl920m_!!0-paimai.jpg
非遗百首-蜀绣12生肖#丑牛-限量500份【数字非遗】,29.9,artxip限藏拍卖,26人付款,北京,//item.taobao.com/item.htm?id=677698192495&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=2213104230487,//g-search2.alicdn.com/img/bao/uploaded/i4/i1/O1CN01UQRf1g1FT5eGWRPm8_!!0-paimai.jpg
蜀绣熊猫团扇手工双面刺绣摆件中国风特色礼物送老外四川纪念品,198,老秀馆旗舰店,4人付款,四川 成都,//detail.tmall.com/item.htm?id=547190519637&ns=1&abbucket=18,//store.taobao.com/shop/view_shop.htm?user_number_id=3063757766,//g-search1.alicdn.com/img/bao/uploaded/i4/i3/3063757766/O1CN01dHZzks27EsadcBWqo_!!0-item_pic.jpg
蜀绣挂画手工刺绣家居画中国风特色礼物成都特产纪念品送老外礼物,398,老秀馆旗舰店,1人付款,四川 成都,//detail.tmall.com/item.htm?id=650706459905&ns=1&abbucket=18,//store.taobao.com/shop/view_shop.htm?user_number_id=3063757766,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/3063757766/O1CN01vzZ0lN27EsXkYyTUv_!!0-item_pic.jpg
真丝牡丹丝巾桑蚕丝围巾蜀绣手工刺绣送妈妈家长见面礼母亲节礼物,269,丑丑娃0422,7人付款,四川 成都,//item.taobao.com/item.htm?id=641752624940&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=277583047,//g-search3.alicdn.com/img/bao/uploaded/i4/i3/277583047/O1CN01z2i8il1YNZbYAY39t_!!0-item_pic.jpg
成都蜀绣 手工刺绣熊猫双面绣 办公室摆件四川特色礼品会议伴手礼,248,丑丑娃0422,3人付款,四川 成都,//item.taobao.com/item.htm?id=679201185731&ns=1&abbucket=18#detail,//store.taobao.com/shop/view_shop.htm?user_number_id=277583047,//g-search2.alicdn.com/img/bao/uploaded/i4/i4/277583047/O1CN01TBP6ZK1YNZbS6Bbw1_!!0-item_pic.jpg
中国风四川成都蜀锦蜀绣工艺品纪念品礼物送老外长辈夫妻领带围巾,148,西祠宫坊成都专卖,3人付款,四川 成都,//detail.tmall.com/item.htm?id=521745936537&ns=1&abbucket=18,//store.taobao.com/shop/view_shop.htm?user_number_id=2581201201,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/2581201201/O1CN01KNjQ9Q1Kk6G2ydZJm_!!0-item_pic.jpg
中国风蜀绣手工刺绣真丝小方巾桑蚕丝丝巾围巾生日小礼物送闺蜜,198,西祠宫坊成都专卖,1人付款,四川 成都,//detail.tmall.com/item.htm?id=637260892110&ns=1&abbucket=18,//store.taobao.com/shop/view_shop.htm?user_number_id=2581201201,//g-search1.alicdn.com/img/bao/uploaded/i4/i4/2581201201/O1CN01t9BH601Kk6KkICNTv_!!0-item_pic.jpg
